Date,Year,Month,Day,P,E,Qcmecs,Qmm,Q_Missing,Julian,Season,Season_Year,Water_Year
26/10/1996,1996,10,26,2.9872,0.68898,58.057,2.0831,No,300,A,1996,1997
27/10/1996,1996,10,27,6.1058,0.73098,53.088,1.9048,No,301,A,1996,1997
28/10/1996,1996,10,28,3.4336,0.74011,51.817,1.8592,No,302,A,1996,1997
29/10/1996,1996,10,29,0.14618,0.57241,55.026,1.9744,No,303,A,1996,1997
30/10/1996,1996,10,30,5.5681,0.64287,49.445,1.7741,No,304,A,1996,1997
31/10/1996,1996,10,31,5.913,0.68775,44.038,1.5801,No,305,A,1996,1997
01/11/1996,1996,11,1,1.4733,0.71727,50.532,1.8131,No,306,A,1996,1997
02/11/1996,1996,11,2,0.96207,0.77586,53.603,1.9233,No,307,A,1996,1997
03/11/1996,1996,11,3,5.8332,0.73709,48.595,1.7436,No,308,A,1996,1997
04/11/1996,1996,11,4,2.9486,0.58095,43.316,1.5542,No,309,A,1996,1997
05/11/1996,1996,11,5,8.9619,0.54416,44.153,1.5842,No,310,A,1996,1997
06/11/1996,1996,11,6,3.8575,0.51047,51.563,1.8501,No,311,A,1996,1997
07/11/1996,1996,11,7,0.261,0.43774,63.702,2.2857,No,312,A,1996,1997
08/11/1996,1996,11,8,0.56566,0.35504,55.961,2.0079,No,313,A,1996,1997
09/11/1996,1996,11,9,0.12197,0.38508,49.231,1.7664,No,314,A,1996,1997
10/11/1996,1996,11,10,0.41972,0.26269,43.678,1.5672,No,315,A,1996,1997
11/11/1996,1996,11,11,0.63655,0.25138,39.372,1.4127,No,316,A,1996,1997
12/11/1996,1996,11,12,0.0073908,0.33385,35.959,1.2902,No,317,A,1996,1997
13/11/1996,1996,11,13,1.0973,0.34078,32.022,1.149,No,318,A,1996,1997
14/11/1996,1996,11,14,0.47379,0.40375,30.058,1.0785,No,319,A,1996,1997
15/11/1996,1996,11,15,0.26925,0.46935,29.087,1.0437,No,320,A,1996,1997
16/11/1996,1996,11,16,0.65566,0.45313,28.124,1.0091,No,321,A,1996,1997
17/11/1996,1996,11,17,0.29869,0.30682,26.73,0.95908,No,322,A,1996,1997
18/11/1996,1996,11,18,16.8,0.1854,26.107,0.93673,No,323,A,1996,1997
19/11/1996,1996,11,19,10.631,0.17304,47.296,1.697,No,324,A,1996,1997
20/11/1996,1996,11,20,0.074724,0.2077,97.793,3.5089,No,325,A,1996,1997
21/11/1996,1996,11,21,0.12838,0.13207,72.507,2.6016,No,326,A,1996,1997
22/11/1996,1996,11,22,0.28305,0.16345,56.473,2.0263,No,327,A,1996,1997
23/11/1996,1996,11,23,9.5613,0.16629,48.236,1.7307,No,328,A,1996,1997
24/11/1996,1996,11,24,6.5009,0.25285,48.807,1.7512,No,329,A,1996,1997
25/11/1996,1996,11,25,0.10972,0.25886,81.134,2.9111,No,330,A,1996,1997
26/11/1996,1996,11,26,11.589,0.1686,74.032,2.6563,No,331,A,1996,1997
27/11/1996,1996,11,27,1.1955,0.18216,81.394,2.9204,No,332,A,1996,1997
28/11/1996,1996,11,28,12.076,0.25863,93.37,3.3502,No,333,A,1996,1997
29/11/1996,1996,11,29,1.135,0.23153,111.55,4.0023,No,334,A,1996,1997
30/11/1996,1996,11,30,1.4858,0.33064,107.07,3.8416,No,335,A,1996,1997
01/12/1996,1996,12,1,1.6961,0.32913,87.301,3.1324,No,336,W,1997,1997
02/12/1996,1996,12,2,16.516,0.27926,77.488,2.7803,No,337,W,1997,1997
03/12/1996,1996,12,3,6.1636,0.23475,100.99,3.6235,No,338,W,1997,1997
04/12/1996,1996,12,4,0.09755,0.20721,151,5.4178,No,339,W,1997,1997
05/12/1996,1996,12,5,0.026174,0.16468,112.85,4.049,No,340,W,1997,1997
06/12/1996,1996,12,6,0.15688,0.14569,91.871,3.2964,No,341,W,1997,1997
07/12/1996,1996,12,7,5.0022,0.17635,78.066,2.801,No,342,W,1997,1997
08/12/1996,1996,12,8,0.24145,0.29389,74.975,2.6901,No,343,W,1997,1997
09/12/1996,1996,12,9,0.23781,0.31309,74.032,2.6563,No,344,W,1997,1997
10/12/1996,1996,12,10,0.00392,0.26563,66.724,2.3941,No,345,W,1997,1997
11/12/1996,1996,12,11,0,0.2289,60.224,2.1609,No,346,W,1997,1997
12/12/1996,1996,12,12,1.4673,0.2195,55.629,1.996,No,347,W,1997,1997
13/12/1996,1996,12,13,0.055247,0.17066,52.496,1.8836,No,348,W,1997,1997
14/12/1996,1996,12,14,0.26072,0.15817,49.269,1.7678,No,349,W,1997,1997
15/12/1996,1996,12,15,0.22254,0.21417,46.927,1.6838,No,350,W,1997,1997
16/12/1996,1996,12,16,0.0037975,0.22902,44.451,1.5949,No,351,W,1997,1997
17/12/1996,1996,12,17,2.1459,0.23133,42.356,1.5198,No,352,W,1997,1997
18/12/1996,1996,12,18,0.39894,0.2633,40.672,1.4593,No,353,W,1997,1997
19/12/1996,1996,12,19,3.839,0.24556,39.209,1.4068,No,354,W,1997,1997
20/12/1996,1996,12,20,0.53005,0.21174,38.376,1.3769,No,355,W,1997,1997
21/12/1996,1996,12,21,0.0016333,0.18814,39.777,1.4272,No,356,W,1997,1997
22/12/1996,1996,12,22,0,0.18792,36.148,1.297,No,357,W,1997,1997
23/12/1996,1996,12,23,0,0.1882,34.591,1.2411,No,358,W,1997,1997
24/12/1996,1996,12,24,0,0.16878,31.928,1.1456,No,359,W,1997,1997
25/12/1996,1996,12,25,5.31E-04,0.15042,30.536,1.0956,No,360,W,1997,1997
26/12/1996,1996,12,26,1.7326,0.16929,28.501,1.0226,No,361,W,1997,1997
27/12/1996,1996,12,27,0.020498,0.16477,27.823,0.9983,No,362,W,1997,1997
28/12/1996,1996,12,28,0.29379,0.12656,27.637,0.99163,No,363,W,1997,1997
29/12/1996,1996,12,29,0.32446,0.11572,27.672,0.99288,No,364,W,1997,1997
30/12/1996,1996,12,30,1.849,0.13528,26.625,0.95532,No,365,W,1997,1997
31/12/1996,1996,12,31,2.512,0.12062,26.013,0.93336,No,366,W,1997,1997
01/01/1997,1997,1,1,1.2317,0.11945,25.291,0.90745,No,1,W,1997,1997
02/01/1997,1997,1,2,1.591,0.10373,24.316,0.87247,No,2,W,1997,1997
03/01/1997,1997,1,3,2.8383,0.11737,23.64,0.84821,No,3,W,1997,1997
04/01/1997,1997,1,4,1.2484,0.12406,23.74,0.8518,No,4,W,1997,1997
05/01/1997,1997,1,5,0.044875,0.14561,22.976,0.82439,No,5,W,1997,1997
06/01/1997,1997,1,6,0.17501,0.16551,21.687,0.77814,No,6,W,1997,1997
07/01/1997,1997,1,7,0,0.16276,22.496,0.80717,No,7,W,1997,1997
08/01/1997,1997,1,8,8.17E-04,0.14897,24.553,0.88097,No,8,W,1997,1997
09/01/1997,1997,1,9,0.0049816,0.16436,23.788,0.85352,No,9,W,1997,1997
10/01/1997,1997,1,10,2.9023,0.26253,23.589,0.84638,No,10,W,1997,1997
11/01/1997,1997,1,11,0.31613,0.31566,24.868,0.89227,No,11,W,1997,1997
12/01/1997,1997,1,12,0.01911,0.40618,26.922,0.96597,No,12,W,1997,1997
13/01/1997,1997,1,13,0.066354,0.40705,26.127,0.93745,No,13,W,1997,1997
14/01/1997,1997,1,14,0.043977,0.37126,24.706,0.88646,No,14,W,1997,1997
15/01/1997,1997,1,15,0.0049408,0.34821,23.379,0.83885,No,15,W,1997,1997
16/01/1997,1997,1,16,10.146,0.33983,22.58,0.81018,No,16,W,1997,1997
17/01/1997,1997,1,17,2.8376,0.36665,25.592,0.91825,No,17,W,1997,1997
18/01/1997,1997,1,18,0.63977,0.35562,37.981,1.3628,No,18,W,1997,1997
19/01/1997,1997,1,19,0.015476,0.2971,37.61,1.3495,No,19,W,1997,1997
20/01/1997,1997,1,20,0,0.2983,33.005,1.1842,No,20,W,1997,1997
21/01/1997,1997,1,21,0.0028175,0.17155,30.397,1.0907,No,21,W,1997,1997
22/01/1997,1997,1,22,0,0.15677,28.559,1.0247,No,22,W,1997,1997
23/01/1997,1997,1,23,0.25798,0.24474,27.459,0.98524,No,23,W,1997,1997
24/01/1997,1997,1,24,0.53757,0.28309,26.386,0.94674,No,24,W,1997,1997
25/01/1997,1997,1,25,0.020212,0.3758,25.427,0.91233,No,25,W,1997,1997
26/01/1997,1997,1,26,0.042711,0.39352,24.49,0.87871,No,26,W,1997,1997
27/01/1997,1997,1,27,5.31E-04,0.3625,24.488,0.87864,No,27,W,1997,1997
28/01/1997,1997,1,28,0.019273,0.25501,22.882,0.82102,No,28,W,1997,1997
29/01/1997,1997,1,29,0,0.26222,21.996,0.78923,No,29,W,1997,1997
30/01/1997,1997,1,30,0,0.28676,21.342,0.76576,No,30,W,1997,1997
31/01/1997,1997,1,31,2.7586,0.31786,21.249,0.76242,No,31,W,1997,1997
01/02/1997,1997,2,1,0.43381,0.36391,20.909,0.75022,No,32,W,1997,1997
02/02/1997,1997,2,2,0.34716,0.34652,21.173,0.7597,No,33,W,1997,1997
03/02/1997,1997,2,3,19.339,0.36895,20.673,0.74176,No,34,W,1997,1997
04/02/1997,1997,2,4,1.0429,0.4482,42.54,1.5264,No,35,W,1997,1997
05/02/1997,1997,2,5,0.3882,0.39422,60.974,2.1878,No,36,W,1997,1997
06/02/1997,1997,2,6,2.5648,0.49566,49.43,1.7736,No,37,W,1997,1997
07/02/1997,1997,2,7,0.096529,0.41197,44.536,1.598,No,38,W,1997,1997
08/02/1997,1997,2,8,2.7399,0.42093,40.055,1.4372,No,39,W,1997,1997
09/02/1997,1997,2,9,8.1026,0.5271,37.53,1.3466,No,40,W,1997,1997
10/02/1997,1997,2,10,2.0394,0.45147,43.86,1.5737,No,41,W,1997,1997
11/02/1997,1997,2,11,7.4225,0.50949,52.984,1.9011,No,42,W,1997,1997
12/02/1997,1997,2,12,5.477,0.59391,59.226,2.1251,No,43,W,1997,1997
13/02/1997,1997,2,13,0.4931,0.46574,71.14,2.5525,No,44,W,1997,1997
14/02/1997,1997,2,14,0.12393,0.34677,65.343,2.3445,No,45,W,1997,1997
15/02/1997,1997,2,15,3.7284,0.40814,55.141,1.9785,No,46,W,1997,1997
16/02/1997,1997,2,16,8.0074,0.50165,51.661,1.8536,No,47,W,1997,1997
17/02/1997,1997,2,17,13.788,0.66993,63.541,2.2799,No,48,W,1997,1997
18/02/1997,1997,2,18,6.3612,0.52385,107.29,3.8497,No,49,W,1997,1997
19/02/1997,1997,2,19,9.4673,0.57606,121.84,4.3717,No,50,W,1997,1997
20/02/1997,1997,2,20,7.952,0.60701,146.51,5.2567,No,51,W,1997,1997
21/02/1997,1997,2,21,0.28869,0.73651,135.51,4.8623,No,52,W,1997,1997
22/02/1997,1997,2,22,4.3535,0.80478,113.4,4.0687,No,53,W,1997,1997
23/02/1997,1997,2,23,5.1557,0.67381,99.56,3.5723,No,54,W,1997,1997
24/02/1997,1997,2,24,6.9426,0.58397,99.24,3.5608,No,55,W,1997,1997
25/02/1997,1997,2,25,5.7523,0.64553,103.89,3.7277,No,56,W,1997,1997
26/02/1997,1997,2,26,5.4316,0.66533,108.72,3.9011,No,57,W,1997,1997
27/02/1997,1997,2,27,2.6024,0.72042,103.65,3.7188,No,58,W,1997,1997
28/02/1997,1997,2,28,1.4886,0.8214,101.62,3.6461,No,59,W,1997,1997
01/03/1997,1997,3,1,5.0971,0.8233,92.537,3.3203,No,60,SP,1997,1997
02/03/1997,1997,3,2,0.58191,0.73153,88.509,3.1757,No,61,SP,1997,1997
03/03/1997,1997,3,3,0.003675,0.70192,80.548,2.8901,No,62,SP,1997,1997
04/03/1997,1997,3,4,0.18555,0.5619,71.842,2.5777,No,63,SP,1997,1997
05/03/1997,1997,3,5,0.72213,0.75336,65.347,2.3447,No,64,SP,1997,1997
06/03/1997,1997,3,6,0.21625,0.63857,59.954,2.1512,No,65,SP,1997,1997
07/03/1997,1997,3,7,2.009,0.85337,55.609,1.9953,No,66,SP,1997,1997
08/03/1997,1997,3,8,0.0062883,0.68946,52.068,1.8682,No,67,SP,1997,1997
09/03/1997,1997,3,9,0.03234,0.70687,48.337,1.7344,No,68,SP,1997,1997
10/03/1997,1997,3,10,0.17554,1.0126,46.099,1.6541,No,69,SP,1997,1997
11/03/1997,1997,3,11,0.19661,1.0256,43.009,1.5432,No,70,SP,1997,1997
12/03/1997,1997,3,12,0.0412,1.1392,40.62,1.4575,No,71,SP,1997,1997
13/03/1997,1997,3,13,2.008,1.1306,38.577,1.3842,No,72,SP,1997,1997
14/03/1997,1997,3,14,0.13552,1.2579,37.011,1.328,No,73,SP,1997,1997
15/03/1997,1997,3,15,0.0066966,1.349,35.3,1.2666,No,74,SP,1997,1997
16/03/1997,1997,3,16,4.08E-05,1.3291,33.544,1.2036,No,75,SP,1997,1997
17/03/1997,1997,3,17,0.70486,1.1544,31.986,1.1477,No,76,SP,1997,1997
18/03/1997,1997,3,18,0.27415,1.163,31.561,1.1324,No,77,SP,1997,1997
19/03/1997,1997,3,19,0.0018375,1.1803,30.602,1.098,No,78,SP,1997,1997
20/03/1997,1997,3,20,0,1.0981,28.213,1.0123,No,79,SP,1997,1997
21/03/1997,1997,3,21,0,0.99768,26.844,0.96317,No,80,SP,1997,1997
22/03/1997,1997,3,22,4.4295,1.1381,26.476,0.94997,No,81,SP,1997,1997
23/03/1997,1997,3,23,3.6351,1.3122,26.958,0.96726,No,82,SP,1997,1997
24/03/1997,1997,3,24,0.19175,1.3605,26.558,0.95291,No,83,SP,1997,1997
25/03/1997,1997,3,25,1.1075,1.4451,26.232,0.94121,No,84,SP,1997,1997
26/03/1997,1997,3,26,0.44557,1.5996,25.086,0.9001,No,85,SP,1997,1997
27/03/1997,1997,3,27,4.4951,1.393,25.231,0.9053,No,86,SP,1997,1997
28/03/1997,1997,3,28,0.13279,1.1351,26.007,0.93314,No,87,SP,1997,1997
29/03/1997,1997,3,29,4.08E-05,1.1577,25.584,0.91796,No,88,SP,1997,1997
30/03/1997,1997,3,30,0,1.3198,24.033,0.86231,No,89,SP,1997,1997
31/03/1997,1997,3,31,0,1.29,23.685,0.84983,No,90,SP,1997,1997
01/04/1997,1997,4,1,0.025725,1.5093,22.97,0.82417,No,91,SP,1997,1997
02/04/1997,1997,4,2,0.63985,1.4626,21.762,0.78083,No,92,SP,1997,1997
03/04/1997,1997,4,3,0.39939,1.404,21.05,0.75528,No,93,SP,1997,1997
04/04/1997,1997,4,4,0.14034,1.353,20.66,0.74129,No,94,SP,1997,1997
05/04/1997,1997,4,5,0.4784,1.614,19.885,0.71348,No,95,SP,1997,1997
06/04/1997,1997,4,6,0.024786,1.8689,19.4,0.69608,No,96,SP,1997,1997
07/04/1997,1997,4,7,6.53E-04,1.7705,19.167,0.68772,No,97,SP,1997,1997
08/04/1997,1997,4,8,0,1.5959,18.293,0.65636,No,98,SP,1997,1997
09/04/1997,1997,4,9,0,1.5131,17.133,0.61474,No,99,SP,1997,1997
10/04/1997,1997,4,10,0,1.4515,15.897,0.57039,No,100,SP,1997,1997
11/04/1997,1997,4,11,0,1.5921,15.304,0.54911,No,101,SP,1997,1997
12/04/1997,1997,4,12,0,1.7237,14.804,0.53117,No,102,SP,1997,1997
13/04/1997,1997,4,13,0,1.7057,15.235,0.54664,No,103,SP,1997,1997
14/04/1997,1997,4,14,0.0016742,1.9025,15.115,0.54233,No,104,SP,1997,1997
15/04/1997,1997,4,15,0,1.9348,14.562,0.52249,No,105,SP,1997,1997
16/04/1997,1997,4,16,0,1.6634,13.731,0.49267,No,106,SP,1997,1997
17/04/1997,1997,4,17,0,1.7152,13.48,0.48367,No,107,SP,1997,1997
18/04/1997,1997,4,18,0,1.7252,13.449,0.48256,No,108,SP,1997,1997
19/04/1997,1997,4,19,0.11719,1.6832,12.876,0.462,No,109,SP,1997,1997
20/04/1997,1997,4,20,0.0020416,1.3361,12.438,0.44628,No,110,SP,1997,1997
21/04/1997,1997,4,21,0.017354,1.4406,12.407,0.44517,No,111,SP,1997,1997
22/04/1997,1997,4,22,0,1.4128,11.986,0.43006,No,112,SP,1997,1997
23/04/1997,1997,4,23,0.048714,1.8039,11.614,0.41671,No,113,SP,1997,1997
24/04/1997,1997,4,24,24.152,1.9605,11.254,0.4038,No,114,SP,1997,1997
25/04/1997,1997,4,25,4.6984,1.9737,15.413,0.55302,No,115,SP,1997,1997
26/04/1997,1997,4,26,4.9792,2.0574,21.8,0.78219,No,116,SP,1997,1997
27/04/1997,1997,4,27,8.8954,2.2346,21.21,0.76102,No,117,SP,1997,1997
28/04/1997,1997,4,28,2.9542,2.2519,22.8,0.81807,No,118,SP,1997,1997
29/04/1997,1997,4,29,0.034504,2.3363,26.163,0.93874,No,119,SP,1997,1997
30/04/1997,1997,4,30,0.0016333,2.6358,21.542,0.77294,No,120,SP,1997,1997
01/05/1997,1997,5,1,0,2.6056,18.408,0.66049,No,121,SP,1997,1997
02/05/1997,1997,5,2,0.084116,2.6539,16.985,0.60943,No,122,SP,1997,1997
03/05/1997,1997,5,3,1.4479,2.4649,16.178,0.58047,No,123,SP,1997,1997
04/05/1997,1997,5,4,11.428,2.6148,15.687,0.56286,No,124,SP,1997,1997
05/05/1997,1997,5,5,3.4933,1.935,19.2,0.6889,No,125,SP,1997,1997
06/05/1997,1997,5,6,1.3595,1.2785,20.278,0.72758,No,126,SP,1997,1997
07/05/1997,1997,5,7,3.8274,1.4263,18.426,0.66113,No,127,SP,1997,1997
08/05/1997,1997,5,8,3.5371,1.8074,18.042,0.64735,No,128,SP,1997,1997
09/05/1997,1997,5,9,8.6612,1.8443,19.091,0.68499,No,129,SP,1997,1997
10/05/1997,1997,5,10,12.62,2.0028,22.02,0.79009,No,130,SP,1997,1997
11/05/1997,1997,5,11,4.0587,2.0756,42.441,1.5228,No,131,SP,1997,1997
12/05/1997,1997,5,12,3.0046,2.165,56.591,2.0305,No,132,SP,1997,1997
13/05/1997,1997,5,13,1.355,2.3956,47.251,1.6954,No,133,SP,1997,1997
14/05/1997,1997,5,14,0.025112,2.2066,40.792,1.4636,No,134,SP,1997,1997
15/05/1997,1997,5,15,0,2.4135,35.312,1.267,No,135,SP,1997,1997
16/05/1997,1997,5,16,0.0067374,2.6913,30.881,1.108,No,136,SP,1997,1997
17/05/1997,1997,5,17,10.827,2.8652,28.089,1.0078,No,137,SP,1997,1997
18/05/1997,1997,5,18,6.0544,2.7789,29.757,1.0677,No,138,SP,1997,1997
19/05/1997,1997,5,19,4.1703,2.6601,38.757,1.3906,No,139,SP,1997,1997
20/05/1997,1997,5,20,0.20608,2.7957,39.677,1.4236,No,140,SP,1997,1997
21/05/1997,1997,5,21,0.49698,2.4199,36.649,1.315,No,141,SP,1997,1997
22/05/1997,1997,5,22,4.08E-04,2.4828,31.886,1.1441,No,142,SP,1997,1997
23/05/1997,1997,5,23,0,2.5047,28.301,1.0155,No,143,SP,1997,1997
24/05/1997,1997,5,24,0,2.2695,26.213,0.94053,No,144,SP,1997,1997
25/05/1997,1997,5,25,0,2.3714,24.033,0.86231,No,145,SP,1997,1997
26/05/1997,1997,5,26,0,2.7822,23.263,0.83469,No,146,SP,1997,1997
27/05/1997,1997,5,27,0,2.9894,22.174,0.79561,No,147,SP,1997,1997
28/05/1997,1997,5,28,0,3.0579,20.046,0.71926,No,148,SP,1997,1997
29/05/1997,1997,5,29,0,2.8076,19.31,0.69285,No,149,SP,1997,1997
30/05/1997,1997,5,30,0,3.0223,19.004,0.68187,No,150,SP,1997,1997
31/05/1997,1997,5,31,0,3.4257,17.649,0.63325,No,151,SP,1997,1997
01/06/1997,1997,6,1,0,3.2584,17.031,0.61108,No,152,SU,1997,1997
02/06/1997,1997,6,2,0,3.0091,15.862,0.56913,No,153,SU,1997,1997
03/06/1997,1997,6,3,0,3.064,15.243,0.54692,No,154,SU,1997,1997
04/06/1997,1997,6,4,0.62756,3.129,14.667,0.52626,No,155,SU,1997,1997
05/06/1997,1997,6,5,17.418,3.1961,14.57,0.52278,No,156,SU,1997,1997
06/06/1997,1997,6,6,5.2007,3.2322,16.975,0.60907,No,157,SU,1997,1997
07/06/1997,1997,6,7,2.1878,3.4883,18.651,0.66921,No,158,SU,1997,1997
08/06/1997,1997,6,8,0.44112,3.222,17.212,0.61757,No,159,SU,1997,1997
09/06/1997,1997,6,9,2.2102,2.5388,15.014,0.53871,No,160,SU,1997,1997
10/06/1997,1997,6,10,13.697,2.8666,14.266,0.51187,No,161,SU,1997,1997
11/06/1997,1997,6,11,0.8374,3.1689,15.926,0.57143,No,162,SU,1997,1997
12/06/1997,1997,6,12,5.3321,3.2803,18.937,0.67947,No,163,SU,1997,1997
13/06/1997,1997,6,13,0.18277,2.9799,18.567,0.66619,No,164,SU,1997,1997
14/06/1997,1997,6,14,0.0037975,2.73,18.943,0.67968,No,165,SU,1997,1997
15/06/1997,1997,6,15,0,2.8677,16.675,0.59831,No,166,SU,1997,1997
16/06/1997,1997,6,16,0,2.7108,15.12,0.54251,No,167,SU,1997,1997
17/06/1997,1997,6,17,0.75823,3.0246,14.322,0.51388,No,168,SU,1997,1997
18/06/1997,1997,6,18,1.4162,3.3974,13.212,0.47405,No,169,SU,1997,1997
19/06/1997,1997,6,19,4.3143,3.0101,12.613,0.45256,No,170,SU,1997,1997
20/06/1997,1997,6,20,24.17,2.3761,13.594,0.48776,No,171,SU,1997,1997
21/06/1997,1997,6,21,2.0063,2.7347,21.198,0.76059,No,172,SU,1997,1997
22/06/1997,1997,6,22,0.029563,3.2114,33.053,1.186,No,173,SU,1997,1997
23/06/1997,1997,6,23,5.31E-04,3.0578,28.159,1.0104,No,174,SU,1997,1997
24/06/1997,1997,6,24,16.323,2.9461,22.284,0.79956,No,175,SU,1997,1997
25/06/1997,1997,6,25,0.67256,3.0339,24.597,0.88255,No,176,SU,1997,1997
26/06/1997,1997,6,26,3.4869,2.7585,33.535,1.2032,No,177,SU,1997,1997
27/06/1997,1997,6,27,0.31735,2.6995,30.078,1.0792,No,178,SU,1997,1997
28/06/1997,1997,6,28,0.12748,3.028,26.174,0.93913,No,179,SU,1997,1997
29/06/1997,1997,6,29,0.017681,3.1714,23.3,0.83601,No,180,SU,1997,1997
30/06/1997,1997,6,30,0.31396,2.9894,20.746,0.74437,No,181,SU,1997,1997
01/07/1997,1997,7,1,4.1823,2.5785,17.972,0.64484,No,182,SU,1997,1997
02/07/1997,1997,7,2,4.9141,2.6464,16.787,0.60232,No,183,SU,1997,1997
03/07/1997,1997,7,3,1.0408,3.022,16.661,0.5978,No,184,SU,1997,1997
04/07/1997,1997,7,4,0.1002,3.2633,16.133,0.57886,No,185,SU,1997,1997
05/07/1997,1997,7,5,0.0020008,3.0902,15.017,0.53882,No,186,SU,1997,1997
06/07/1997,1997,7,6,0.042834,3.5959,14.11,0.50627,No,187,SU,1997,1997
07/07/1997,1997,7,7,0,3.5975,13.574,0.48704,No,188,SU,1997,1997
08/07/1997,1997,7,8,0,3.9009,12.655,0.45407,No,189,SU,1997,1997
09/07/1997,1997,7,9,0.022581,3.6383,11.366,0.40782,No,190,SU,1997,1997
10/07/1997,1997,7,10,1.2362,3.5719,10.617,0.38094,No,191,SU,1997,1997
11/07/1997,1997,7,11,0.4684,3.5759,10.29,0.36921,No,192,SU,1997,1997
12/07/1997,1997,7,12,7.9343,3.2641,9.751,0.34987,No,193,SU,1997,1997
13/07/1997,1997,7,13,1.2989,3.4477,9.908,0.3555,No,194,SU,1997,1997
14/07/1997,1997,7,14,2.5517,3.0798,10.373,0.37219,No,195,SU,1997,1997
15/07/1997,1997,7,15,1.0455,3.3643,9.696,0.3479,No,196,SU,1997,1997
16/07/1997,1997,7,16,8.5708,3.3824,8.906,0.31955,No,197,SU,1997,1997
17/07/1997,1997,7,17,0.0044916,3.1367,9.23,0.33118,No,198,SU,1997,1997
18/07/1997,1997,7,18,0,3.1747,9.152,0.32838,No,199,SU,1997,1997
19/07/1997,1997,7,19,0,3.2228,8.489,0.30459,No,200,SU,1997,1997
20/07/1997,1997,7,20,0,3.6116,7.992,0.28676,No,201,SU,1997,1997
21/07/1997,1997,7,21,0.14483,3.5034,7.217,0.25895,No,202,SU,1997,1997
22/07/1997,1997,7,22,0.72638,3.5585,6.673,0.23943,No,203,SU,1997,1997
23/07/1997,1997,7,23,6.3871,3.4723,6.182,0.22181,No,204,SU,1997,1997
24/07/1997,1997,7,24,1.1387,3.4099,6.292,0.22576,No,205,SU,1997,1997
25/07/1997,1997,7,25,7.5247,3.2587,6.779,0.24323,No,206,SU,1997,1997
26/07/1997,1997,7,26,6.8355,3.2732,7.586,0.27219,No,207,SU,1997,1997
27/07/1997,1997,7,27,2.5237,3.1072,10.404,0.3733,No,208,SU,1997,1997
28/07/1997,1997,7,28,0.29085,3.4838,10.658,0.38241,No,209,SU,1997,1997
29/07/1997,1997,7,29,7.6215,3.2224,10.083,0.36178,No,210,SU,1997,1997
30/07/1997,1997,7,30,3.0295,2.9965,10.294,0.36935,No,211,SU,1997,1997
31/07/1997,1997,7,31,0.73675,3.0573,10.376,0.3723,No,212,SU,1997,1997
01/08/1997,1997,8,1,0.28534,3.3085,10.221,0.36673,No,213,SU,1997,1997
02/08/1997,1997,8,2,0.54455,2.7569,9.825,0.35252,No,214,SU,1997,1997
03/08/1997,1997,8,3,2.4487,2.7939,9.704,0.34818,No,215,SU,1997,1997
04/08/1997,1997,8,4,7.5617,2.9065,10.119,0.36307,No,216,SU,1997,1997
05/08/1997,1997,8,5,4.0308,2.8878,11.396,0.40889,No,217,SU,1997,1997
06/08/1997,1997,8,6,0.15149,3.204,11.744,0.42138,No,218,SU,1997,1997
07/08/1997,1997,8,7,0.031646,3.3593,13.285,0.47667,No,219,SU,1997,1997
08/08/1997,1997,8,8,3.2808,3.5045,13.714,0.49206,No,220,SU,1997,1997
09/08/1997,1997,8,9,2.5948,3.1511,12.8,0.45927,No,221,SU,1997,1997
10/08/1997,1997,8,10,2.2938,3.2971,11.692,0.41951,No,222,SU,1997,1997
11/08/1997,1997,8,11,0.73062,3.468,10.94,0.39253,No,223,SU,1997,1997
12/08/1997,1997,8,12,0.87873,3.3926,10.156,0.3644,No,224,SU,1997,1997
13/08/1997,1997,8,13,1.8065,3.3999,9.378,0.33649,No,225,SU,1997,1997
14/08/1997,1997,8,14,1.9906,3.1852,9.446,0.33893,No,226,SU,1997,1997
15/08/1997,1997,8,15,3.2659,3.2915,9.339,0.33509,No,227,SU,1997,1997
16/08/1997,1997,8,16,0.35165,3.2153,9.338,0.33505,No,228,SU,1997,1997
17/08/1997,1997,8,17,0.020049,3.1151,9.094,0.3263,No,229,SU,1997,1997
18/08/1997,1997,8,18,0.027848,2.797,8.909,0.31966,No,230,SU,1997,1997
19/08/1997,1997,8,19,3.3783,2.9731,9.42,0.33799,No,231,SU,1997,1997
20/08/1997,1997,8,20,2.1227,3.2618,8.21,0.29458,No,232,SU,1997,1997
21/08/1997,1997,8,21,1.0678,3.0974,7.697,0.27617,No,233,SU,1997,1997
22/08/1997,1997,8,22,0.4822,2.6494,7.794,0.27965,No,234,SU,1997,1997
23/08/1997,1997,8,23,3.0574,2.5825,7.607,0.27294,No,235,SU,1997,1997
24/08/1997,1997,8,24,2.0973,2.3299,7.369,0.2644,No,236,SU,1997,1997
25/08/1997,1997,8,25,1.6727,2.444,7.297,0.26182,No,237,SU,1997,1997
26/08/1997,1997,8,26,10.505,2.3243,7.431,0.26663,No,238,SU,1997,1997
27/08/1997,1997,8,27,0.92523,2.5096,8.199,0.29418,No,239,SU,1997,1997
28/08/1997,1997,8,28,8.2336,2.4308,8.243,0.29576,No,240,SU,1997,1997
29/08/1997,1997,8,29,0.13993,2.3341,10.702,0.38399,No,241,SU,1997,1997
30/08/1997,1997,8,30,5.0642,2.1451,11.509,0.41295,No,242,SU,1997,1997
